Id,SalePrice
1461,127843.234
1462,137265.78
1463,186586.12
1464,195870.72
1465,185434.16
1466,171775.47
1467,184922.12
1468,158748.86
1469,190727.1
1470,122904.12
1471,210815.22
1472,95497.7
1473,89444.81
1474,142258.38
1475,108471.65
1476,310054.22
1477,235016.64
1478,281784.47
1479,267550.28
1480,425943.66
1481,286883.97
1482,201536.55
1483,179424.06
1484,163772.53
1485,167425.31
1486,198272.83
1487,301062.9
1488,249584.39
1489,195507.34
1490,244311.8
1491,199367.64
1492,91330.47
1493,198719.0
1494,276877.62
1495,269402.53
1496,243383.53
1497,188139.75
1498,165960.58
1499,156688.73
1500,158166.64
1501,193552.11
1502,147272.19
1503,271560.38
1504,232536.75
1505,227475.25
1506,203935.67
1507,260990.81
1508,203849.02
1509,143848.53
1510,148999.44
1511,159600.97
1512,197684.7
1513,140481.77
1514,157693.11
1515,208596.22
1516,145932.22
1517,165362.06
1518,141961.83
1519,233818.55
1520,133837.2
1521,146965.92
1522,195903.75
1523,98060.484
1524,117816.734
1525,105158.92
1526,87449.695
1527,99011.68
1528,130234.02
1529,151683.69
1530,193967.12
1531,131154.62
1532,102531.29
1533,168850.45
1534,131034.99
1535,162461.88
1536,98356.07
1537,71909.32
1538,143960.02
1539,212513.98
1540,120962.01
1541,155251.4
1542,150200.53
1543,182346.39
1544,73450.695
1545,87592.93
1546,121592.445
1547,131449.83
1548,121638.88
1549,120409.664
1550,124396.94
1551,129054.336
1552,152454.14
1553,160518.22
1554,114707.47
1555,179343.81
1556,99491.95
1557,108896.086
1558,104132.87
1559,96080.96
1560,140634.03
1561,153833.4
1562,131535.03
1563,123596.23
1564,189079.27
1565,151501.44
1566,241405.33
1567,77680.2
1568,240655.34
1569,141446.84
1570,131160.83
1571,98278.67
1572,155818.77
1573,253529.6
1574,140998.36
1575,245155.61
1576,246688.58
1577,183606.3
1578,140070.6
1579,142522.36
1580,186458.05
1581,154170.72
1582,112231.38
1583,295706.25
1584,225158.12
1585,152021.14
1586,55267.22
1587,86437.24
1588,154442.53
1589,106758.56
1590,128522.0
1591,96119.46
1592,143108.86
1593,110645.24
1594,153653.0
1595,129339.24
1596,219645.94
1597,181676.9
1598,174088.48
1599,177318.8
1600,168055.88
1601,42805.008
1602,125022.5
1603,91789.7
1604,262843.38
1605,229556.25
1606,164743.77
1607,192330.14
1608,209224.47
1609,182476.52
1610,138621.7
1611,135098.92
1612,195000.44
1613,178437.48
1614,135172.92
1615,89809.98
1616,76760.2
1617,80707.92
1618,117533.766
1619,136903.56
1620,189427.72
1621,137721.1
1622,135773.17
1623,255121.06
1624,231120.25
1625,126690.4
1626,182665.45
1627,195137.88
1628,264796.97
1629,155856.78
1630,337198.56
1631,202514.16
1632,225087.02
1633,153716.17
1634,183690.67
1635,173527.62
1636,157523.08
1637,207038.0
1638,195647.81
1639,186086.23
1640,244496.2
1641,186337.58
1642,233790.8
1643,225930.05
1644,223791.36
1645,230695.48
1646,165545.75
1647,161133.6
1648,132511.1
1649,137593.47
1650,104647.87
1651,115211.28
1652,89355.45
1653,91816.23
1654,140098.9
1655,138314.83
1656,133642.27
1657,136443.0
1658,144212.06
1659,105077.11
1660,161694.02
1661,383040.9
1662,327161.2
1663,344851.78
1664,425597.38
1665,287899.06
1666,304026.66
1667,323377.1
1668,312107.28
1669,282855.03
1670,312476.78
1671,266561.25
1672,379048.97
1673,263342.1
1674,244278.19
1675,212438.27
1676,214210.36
1677,208736.42
1678,412654.0
1679,341802.47
1680,301339.7
1681,244678.72
1682,279499.47
1683,194388.9
1684,178685.83
1685,182602.45
1686,172911.23
1687,164771.47
1688,196481.7
1689,198263.52
1690,190040.0
1691,178238.88
1692,237165.3
1693,163919.39
1694,178773.58
1695,145456.9
1696,267306.03
1697,149605.0
1698,308002.38
1699,316369.16
1700,249541.1
1701,263763.66
1702,255874.72
1703,242232.69
1704,275811.56
1705,246190.45
1706,396906.0
1707,210604.77
1708,205458.84
1709,256285.94
1710,222337.98
1711,255224.5
1712,253305.45
1713,264198.78
1714,231175.1
1715,201858.94
1716,180131.2
1717,169790.5
1718,145453.33
1719,202379.47
1720,247828.53
1721,174296.47
1722,139959.6
1723,169490.23
1724,213494.66
1725,231219.45
1726,196912.92
1727,164515.75
1728,189411.86
1729,152205.92
1730,167320.73
1731,124672.14
1732,135302.0
1733,116563.96
1734,122706.65
1735,140389.55
1736,105076.05
1737,305146.06
1738,227933.31
1739,278341.16
1740,229966.92
1741,206435.3
1742,180246.23
1743,174437.72
1744,310612.53
1745,210200.95
1746,193107.58
1747,217637.61
1748,229985.28
1749,163736.6
1750,141280.25
1751,251531.25
1752,112592.57
1753,158485.72
1754,202953.02
1755,191870.64
1756,120142.945
1757,111615.28
1758,151525.45
1759,164906.66
1760,170121.0
1761,159456.9
1762,176819.73
1763,179709.31
1764,110374.516
1765,193691.6
1766,203002.11
1767,235424.66
1768,141133.66
1769,169105.81
1770,142106.88
1771,119392.27
1772,151173.56
1773,127153.56
1774,187318.3
1775,127677.336
1776,115715.336
1777,101126.2
1778,144178.08
1779,129426.81
1780,165623.22
1781,127740.69
1782,83752.445
1783,145087.17
1784,96107.58
1785,129272.7
1786,105513.336
1787,167933.17
1788,63800.98
1789,102905.03
1790,64434.562
1791,217967.64
1792,166850.97
1793,139513.39
1794,153320.72
1795,135270.42
1796,113814.75
1797,143073.89
1798,113073.375
1799,91199.11
1800,109871.92
1801,118199.07
1802,107933.766
1803,149601.83
1804,153994.36
1805,130351.39
1806,128639.67
1807,150722.73
1808,102787.69
1809,116947.44
1810,130742.48
1811,109822.44
1812,110978.19
1813,110579.305
1814,87680.695
1815,55435.17
1816,92603.32
1817,127487.03
1818,178550.42
1819,138267.36
1820,72031.6
1821,101048.54
1822,153063.58
1823,41929.523
1824,124290.2
1825,126111.36
1826,96591.58
1827,88761.74
1828,123087.39
1829,134059.66
1830,153572.42
1831,144103.14
1832,116556.91
1833,145454.53
1834,127018.1
1835,125464.86
1836,130414.15
1837,97713.22
1838,109314.99
1839,108493.92
1840,134478.58
1841,137204.6
1842,69633.836
1843,137997.72
1844,120336.92
1845,123430.055
1846,161882.92
1847,163712.75
1848,61028.777
1849,112003.734
1850,111143.01
1851,156400.64
1852,121883.23
1853,132128.75
1854,169477.5
1855,154304.92
1856,220428.3
1857,169327.27
1858,158737.33
1859,110214.58
1860,169320.48
1861,109207.07
1862,292383.03
1863,290467.94
1864,290477.3
1865,317305.2
1866,310706.3
1867,230384.25
1868,297733.3
1869,215353.78
1870,224038.69
1871,240764.33
1872,178270.53
1873,233408.33
1874,145454.81
1875,212000.52
1876,194422.2
1877,217231.8
1878,208349.2
1879,118831.4
1880,119574.36
1881,266693.22
1882,244127.94
1883,185940.42
1884,207222.66
1885,242178.61
1886,280682.62
1887,220167.42
1888,261871.36
1889,165720.83
1890,119367.734
1891,132942.17
1892,86502.61
1893,131988.67
1894,126165.9
1895,152901.38
1896,129907.27
1897,112152.234
1898,110290.53
1899,137679.84
1900,129520.84
1901,150554.81
1902,161027.36
1903,190935.72
1904,134665.97
1905,189686.03
1906,151117.86
1907,227547.62
1908,98627.24
1909,137453.45
1910,121095.01
1911,186996.55
1912,282725.5
1913,160569.7
1914,60321.312
1915,282251.22
1916,63504.785
1917,243814.83
1918,142092.89
1919,183245.5
1920,167939.1
1921,348622.2
1922,299791.56
1923,218504.3
1924,237980.69
1925,204961.19
1926,355133.22
1927,133160.23
1928,166765.73
1929,123845.46
1930,133521.83
1931,142734.0
1932,128913.57
1933,188553.4
1934,181761.23
1935,164944.12
1936,194917.88
1937,177628.4
1938,173056.48
1939,232211.12
1940,186556.64
1941,169476.28
1942,182842.8
1943,186383.12
1944,291791.8
1945,329385.1
1946,154205.06
1947,282153.7
1948,181867.38
1949,253706.1
1950,181733.34
1951,277108.78
1952,239877.7
1953,186882.95
1954,176404.5
1955,124697.58
1956,330321.16
1957,158265.55
1958,281790.88
1959,144286.25
1960,110004.48
1961,113255.32
1962,87945.63
1963,110169.7
1964,102263.9
1965,137887.98
1966,135909.4
1967,273017.03
1968,373739.1
1969,336796.44
1970,352483.0
1971,383593.72
1972,334413.9
1973,251206.48
1974,296469.5
1975,425514.2
1976,265856.8
1977,328094.0
1978,310124.94
1979,292508.4
1980,185007.94
1981,317381.1
1982,209330.45
1983,190671.33
1984,178925.08
1985,222640.97
1986,213453.86
1987,183311.05
1988,174937.5
1989,195217.16
1990,209199.75
1991,215408.78
1992,229361.1
1993,170209.53
1994,242504.08
1995,179847.6
1996,266665.9
1997,282547.9
1998,316527.25
1999,248872.77
2000,285586.97
2001,269818.03
2002,239685.56
2003,252845.9
2004,268707.72
2005,223072.22
2006,205760.42
2007,248810.0
2008,214008.9
2009,197568.64
2010,199260.72
2011,150644.61
2012,174516.03
2013,182927.22
2014,199004.58
2015,207017.28
2016,195922.45
2017,195897.23
2018,125688.234
2019,136839.75
2020,92124.555
2021,91605.04
2022,185717.5
2023,150798.81
2024,271774.9
2025,317811.6
2026,176187.72
2027,152040.36
2028,152808.47
2029,159660.78
2030,266251.0
2031,236357.14
2032,252964.17
2033,255920.84
2034,168958.47
2035,215197.75
2036,200406.78
2037,206635.17
2038,287405.62
2039,213934.23
2040,303906.56
2041,268184.12
2042,196387.52
2043,182007.22
2044,192860.98
2045,205890.98
2046,159254.5
2047,145258.62
2048,140928.42
2049,148245.06
2050,168370.6
2051,102951.234
2052,113878.36
2053,150553.67
2054,76619.04
2055,167907.7
2056,130514.04
2057,126392.48
2058,219084.36
2059,133951.9
2060,179732.86
2061,199099.86
2062,130403.51
2063,107395.67
2064,132479.03
2065,116113.89
2066,169472.98
2067,122108.82
2068,156905.72
2069,90987.51
2070,98769.836
2071,90868.43
2072,161255.48
2073,132771.19
2074,168094.44
2075,143929.67
2076,113857.86
2077,151657.61
2078,111525.96
2079,136185.06
2080,98316.52
2081,119686.766
2082,130481.305
2083,137082.16
2084,91226.82
2085,119804.21
2086,92769.04
2087,122525.4
2088,115253.664
2089,74095.62
2090,121985.445
2091,96162.26
2092,127159.12
2093,148782.14
2094,114906.31
2095,136013.31
2096,66801.89
2097,107843.33
2098,159257.11
2099,23226.977
2100,70124.31
2101,107517.26
2102,129002.28
2103,86989.31
2104,142597.95
2105,142387.72
2106,70210.99
2107,205169.28
2108,121330.58
2109,101756.73
2110,127074.07
2111,133924.23
2112,127070.625
2113,116492.055
2114,108998.35
2115,159571.05
2116,112474.03
2117,153493.08
2118,116735.1
2119,96375.81
2120,97271.72
2121,114333.875
2122,105448.58
2123,77626.92
2124,153317.53
2125,150114.1
2126,148367.23
2127,176248.92
2128,139267.05
2129,95730.98
2130,118917.984
2131,110819.984
2132,109609.24
2133,118068.7
2134,108814.086
2135,96964.55
2136,68431.46
2137,102878.9
2138,129185.25
2139,141749.77
2140,143848.14
2141,141110.12
2142,127345.6
2143,147391.55
2144,118536.26
2145,141399.05
2146,161894.23
2147,148419.2
2148,125524.56
2149,168840.86
2150,202806.61
2151,99761.0
2152,198427.89
2153,190904.92
2154,117829.695
2155,128658.46
2156,278646.34
2157,242993.16
2158,223489.98
2159,210734.89
2160,174560.05
2161,245543.14
2162,373537.4
2163,329999.1
2164,242097.05
2165,193163.61
2166,149269.67
2167,223975.06
2168,201528.47
2169,196059.84
2170,205371.67
2171,151602.14
2172,128631.2
2173,155043.19
2174,230086.69
2175,265491.0
2176,287413.88
2177,233302.9
2178,209615.95
2179,143483.45
2180,233000.52
2181,190036.48
2182,220110.12
2183,193198.17
2184,119305.266
2185,120184.766
2186,142808.2
2187,152785.95
2188,150696.56
2189,276503.56
2190,68285.03
2191,71738.98
2192,72239.4
2193,107835.66
2194,90089.26
2195,109178.664
2196,97090.65
2197,109327.516
2198,154504.47
2199,171576.31
2200,132283.47
2201,127863.945
2202,176923.31
2203,131946.62
2204,162258.19
2205,98771.086
2206,146001.81
2207,173965.53
2208,217455.94
2209,221785.64
2210,108664.4
2211,99193.46
2212,113469.83
2213,94657.68
2214,152187.81
2215,83592.22
2216,158596.97
2217,68174.08
2218,114440.62
2219,89068.4
2220,99983.28
2221,284048.88
2222,268581.0
2223,287829.38
2224,213741.17
2225,125742.305
2226,209266.8
2227,215584.39
2228,265416.1
2229,239353.02
2230,136556.64
2231,214386.72
2232,182652.72
2233,203092.17
2234,248923.36
2235,245164.48
2236,263876.22
2237,326579.7
2238,208333.77
2239,119705.19
2240,172273.62
2241,173160.08
2242,126172.44
2243,115927.88
2244,107849.14
2245,98314.555
2246,141767.14
2247,110048.08
2248,117884.78
2249,113107.48
2250,112182.805
2251,122021.57
2252,186048.17
2253,136798.05
2254,158536.48
2255,185482.39
